sku,name,description,category,quantity,price,cost,barcode,supplier
8D25184,Listing 8D25184,,Property listing,1,0,0,,8 Degree
8D25186,8D25186 - Tiiiga San Villa,"🌴 Modern 3BR Villa in Pererenan – Prime Beachside Investment & Residential Opportunity ✨🏡
Discover a contemporary three-bedroom villa in the heart of Pererenan — one of Bali’s most desirable and fast-growing coastal neighborhoods. Designed with modern architecture, generous living proportions, and flexible open or enclosed spaces, this three-level residence offers both comfortable family living and strong rental investment potential.
Situated in a peaceful residential pocket on the beachside of Pererenan, the villa is just a short 9-minute drive to the beach and moments from trendy cafés, restaurants, boutique shops, and lifestyle hotspots. Whether you’re seeking a private residence, holiday home, or income-generating property, this villa delivers location, design, and long-term value.
📍 Location: Pererenan – Beachside residential area
 🌊 Lifestyle: Close to beaches, cafés & vibrant Canggu scene
 🏗 Status: Brand new
 🔑 Ownership: Freehold | Leasehold 28 years
🏠 Villa Details
• Land Size: 200 m² (2 Are)
 • Building Area: 280 m²
 • Bedrooms:
  – 3 spacious bedrooms
  – All with ensuite bathrooms
 • Bathrooms:
  – 3 ensuite bathrooms
  – Powder room
  – Guest toilet
 • Floors: 3 levels
 • Living & Dining:
  – Spacious enclosed living room
  – Flexible open / enclosed dining area
  – Wide glass windows for natural light
 • Kitchen:
  – Modern open / enclosed kitchen
 • Outdoor:
  – 22 m² private swimming pool
  – Garden area
  – Poolside terrace
  – Outdoor shower
 • Additional Spaces:
  – Storage room
  – Rooftop area (selected layout)
 • Features:
  – Fully furnished
  – 3 Air conditioners
  – 22,000 watt electricity
  – Fiber optic internet
  – Drilled well water source
 • Parking:
  – Private garage
💰 Price & Ownership
📌 Freehold – Pererenan Beachside
 💵 IDR 9.300.000.000
📌 Leasehold (28 Years)
 💵 IDR 6.500.000.000
(Reference price only — all transactions in IDR)
🌟 Lifestyle & Location Highlights
• 9 minutes to Pererenan Beach
 • Easy access to Canggu cafés & restaurants
 • Close to boutique shops & lifestyle destinations
 • Located in a quiet yet strategic residential area
 • Strong expat and long-term rental community
 • One of Bali’s fastest-growing coastal investment zones
💼 Investment Potential
• Beachside Pererenan location with high rental demand
 • Ideal for short-term holiday rental or long-term lease
 • Modern 3-bedroom layout highly attractive for families
 • Flexible open / enclosed living concept
 • Freehold and leasehold options available
 • Strong capital appreciation in Pererenan area
✨ Why This Property?
🌴 Prime Pererenan beachside location
 🏡 Modern 3-bedroom design across three levels
 🏊 Private 22 m² pool with garden & terrace
 🔑 Fully furnished and ready to move in
 📍 Minutes from beach & Canggu hotspots
 📈 Excellent rental and resale potential
📩 Contact us for full details, availability, or to arrange a private viewing — modern beachside villas in Pererenan with this pricing are increasingly limited.",Property listing,1,0,0,,8 Degree
8D25187,8D25187 - Predmet Villa Babakan,,Property listing,1,0,0,,8 Degree
8D25188,Listing 8D25188,,Property listing,1,0,0,,8 Degree
8D25189,Listing 8D25189,,Property listing,1,0,0,,8 Degree
8D25190,8D25190 - Edara Villa Seminyak,"🌿 Japanese-Inspired 3BR Villa in Seminyak – Prime Lifestyle & Turnkey Investment Opportunity ✨🏡

Experience the pinnacle of sophisticated island living in this architect-designed Japanese-inspired villa, perfectly positioned in the heart of Seminyak. Blending contemporary tropical elegance with authentic Japanese philosophy, the property creates a serene, neutral sanctuary just minutes from Bali’s best restaurants, boutiques, cafés, and the beach.

Built in 2023 and designed with a focus on natural materials, texture, and light, this single-level masterpiece sits on generous land and is currently operating as a successful rental business with strong forward bookings — making it ideal for both personal enjoyment and immediate income generation.

📍 Location: Prime central Seminyak
🌴 Lifestyle: Walking distance to dining, boutiques & beach
🏗 Year Built: 2023
🔑 Ownership: Leasehold – 31 Years
📄 Certificates: Akta | PBG/SLF
🏘 Zoning: Residential
🏡 Business: Active Airbnb operation with existing bookings

🏠 Villa Details

• Land Size: 600 m² (6 Are)
• Building Size: 300 m²
• Level: 1
• Bedrooms:
 – 3 spacious bedrooms
 – Each with private ensuite bathroom
• Bathrooms:
 – 3 spa-style bathrooms
 – Bathtub
 – Rain showers (hot & cold)
 – Guest toilet
• Views: Garden & Pool

Living & Design Concept

• Dramatic sunken lounge area
• Open-plan dining space
• Large sliding wooden glass doors for seamless indoor–outdoor flow
• Soaring timber ceilings
• Floor-to-ceiling glass walls inviting natural light
• Handmade terrazzo floors in living areas
• Natural wood flooring in bedrooms
• Terracotta finishes in bathrooms
• Earth tones, clay textures & stone elements throughout
• Designed to evoke traditional Japanese architecture

Kitchen & Entertainment

• Fully equipped open kitchen
• Oven, stove & fridge
• Wine chiller
• BBQ grill
• Outdoor kitchen & bar area
• Outdoor dining space

Outdoor Features

• Private swimming pool
• Landscaped tropical garden
• Sun loungers
• Private parking for 1 car

Infrastructure & Comfort

• Fully furnished (custom handmade furniture by local artisans)
• King Koil mattresses
• AC in every bedroom
• TVs & wardrobes in all rooms
• Energy-efficient systems
• Modern infrastructure

💰 Price & Ownership

📌 Leasehold 31 Years – Prime Seminyak

💵 IDR 13.125.000.000
💵 USD 780,600

(Reference price only — all transactions in IDR)

🌟 Lifestyle & Location Highlights

• Walking distance to Seminyak’s top restaurants & cafés
• Close to boutiques, spas & supermarkets
• Only minutes to Seminyak Beach
• Easy access to beach clubs & entertainment venues
• High-demand short-term rental location
• One of Bali’s most established lifestyle destinations

💼 Investment Potential

• 31-year lease in premium Seminyak location
• Active and running Airbnb business
• Strong occupancy history with future reservations
• High ROI potential in Bali’s most sought-after rental market
• Fully furnished & turnkey ready
• Ideal for holiday rental or luxury private residence
• Large 6-are land size — rare in central Seminyak

✨ Why This Property?

🌿 Unique Japanese-inspired architectural concept
🏡 Single-level 3BR design on 600 m² land
🏊 Private pool with lush tropical garden
🛋 Dramatic sunken lounge & designer finishes
📍 Prime walkable Seminyak location
🔑 Turnkey investment with ongoing bookings
📈 Strong rental demand & long-term value

📩 Contact us for full financial projections, booking history, or to arrange a private viewing — premium Japanese-inspired villas in central Seminyak with large land size and active rental income are extremely limited.",Property listing,1,780600,0,,8 Degree
8D25191,8D25191 - Aruna Ungasan,"🌊 Ocean View Designer Villas in Ungasan – Luxury Freehold Investment Near Bali’s Southern Cliffs ✨🏡
Experience a new standard of elevated coastal living in Ungasan, located on the breathtaking Bukit Peninsula of southern Bali. This exclusive villa enclave is perched on the limestone cliffs overlooking the vast Indian Ocean, offering uninterrupted ocean views, refreshing sea breezes, and unforgettable golden sunsets.
Designed with sophisticated contemporary architecture, the villas seamlessly combine luxury living with the natural beauty of Bali’s southern coastline. Large floor-to-ceiling windows flood the interiors with natural light while framing dramatic ocean vistas, creating a calm and refined atmosphere throughout the home.
The development features two elegant villa types, thoughtfully designed to maximize views, privacy, and comfort. Whether choosing the intimate two-bedroom horizon suite or the expansive three-bedroom ocean estate, each villa offers a seamless indoor-outdoor lifestyle ideal for private living or luxury rental investment.
Situated only minutes from Bali’s iconic southern beaches, including the stunning cliffs of Melasti Beach and the white sands of Pandawa Beach, the location combines exclusivity with easy access to beach clubs, golf courses, and world-class resorts.
📍 Location: Prime Ungasan – Bukit Peninsula, Bali
 🌴 Lifestyle: Cliffside ocean living with sunset views
 🏗 Completion: Estimated 2027 (new development)
 🔑 Ownership: Freehold (SHM) or Leasehold up to 60 years
 📄 Permit: Building permit in progress
 🏘 Environment: Luxury villa enclave near Bali’s southern beaches
🏠 Villa Types & Details
Type A – 3 Bedroom Ocean Estate
• Land Size: approx. 144 – 154 m²
 • Building Size: 206 m²
 • Levels: 2 floors + basement
 • Bedrooms:
  – 3 spacious ensuite bedrooms
 • Bathrooms:
  – 3 ensuite bathrooms
  – 1 guest powder room
 • Additional Spaces:
  – Laundry room
  – Carport for 1 car
 • View: Ocean and sunset views
Layout
Basement
 • Laundry room
 • Carport for 1 car
First Floor
 • 3 bedrooms with ensuite bathrooms
 • Small garden
Second Floor
 • Living room
 • Dining area
 • Modern kitchen
 • Powder room
 • Private swimming pool
 • Terrace with ocean views
Type B – 2 Bedroom Horizon Suite
• Land Size: approx. 102 – 184 m²
 • Building Size: 136 m²
 • Levels: 2 floors + rooftop
 • Bedrooms:
  – 2 bedrooms with ensuite bathrooms
 • Bathrooms:
  – 2 ensuite bathrooms
  – 1 guest powder room
 • View: Ocean view
Layout
First Floor
 • Living room
 • Dining area
 • Modern kitchen
 • Guest powder room
 • Private swimming pool
 • Pool deck
 • Carport for 1 car
Second Floor
 • 2 bedrooms with ensuite bathrooms
Rooftop
 • Private rooftop terrace
 • Ideal sunset and ocean viewing area
Living & Interior Design
• Contemporary tropical architecture
 • Floor-to-ceiling glass windows
 • Open and airy interior spaces
 • Natural limestone textures and elegant finishes
 • Seamless indoor-outdoor living concept
 • Designed for privacy and panoramic views
Outdoor Features
• Private infinity-style swimming pools
 • Sun deck and outdoor lounge area
 • Ocean-facing terraces
 • Rooftop lounge (Type B)
 • Sunset viewing areas
Infrastructure & Comfort
• Fully furnished interiors
 • Electricity capacity: approx. 7,700 W
 • Centralized deep well water system
 • Modern kitchen and dining areas
 • Carport parking
 • Brand-new construction with modern infrastructure
💰 Price & Ownership
📌 Ocean View Villas – Ungasan, Bali
💵 Type A – 3 Bedroom Villa
 Price from IDR 8,088,000,000 – IDR 8,700,000,000
💵 Type B – 2 Bedroom Villa
 Price from IDR 5,977,000,000 – IDR 8,450,000,000
🔑 Ownership Options:
 • Freehold (SHM)
 • Leasehold up to 60 years
(Prices exclude 11% VAT where applicable.)
🌟 Lifestyle & Location Highlights
• Located on the scenic cliffs of Bukit Peninsula
 • Minutes to Pandawa Beach and Melasti Beach
 • Close to luxury resorts and beach clubs including Bulgari Resort Bali
 • Short drive to golf courses and lifestyle venues in southern Bali
 • Peaceful environment compared with busier areas like Canggu or Seminyak
 • Elevated position with constant ocean breezes
💼 Investment Potential
• Prime ocean-view location on Bali’s southern cliffs
 • Strong demand for luxury short-term rentals
 • High rental potential due to panoramic ocean views
 • Growing luxury villa market in Ungasan and Pandawa
 • Turnkey investment suitable for private use or holiday rental
✨ Why This Property?
🌊 Panoramic Indian Ocean views
 🏝 Prime Bukit Peninsula cliffside location
 🏡 Choice of 2BR or 3BR luxury villa layouts
 🏊 Private pools with ocean-facing terraces
 🌅 Spectacular sunset views from rooftop or terrace
 🔑 Freehold ownership available
 📈 High demand for luxury cliffside rental villas
📩 Contact us for full details, availability, or a private site inspection — ocean-view villas in Ungasan with freehold titles are rare and highly desirable in Bali’s luxury property market.",Property listing,1,0,0,,8 Degree
8D25192,8D25192 - Casa Bella 2,"🌴 Modern Luxury 3BR Villa in Berawa – Prime Freehold or Leasehold Investment Opportunity ✨🏡

Discover a newly completed modern luxury villa located in the highly sought-after Berawa area of Canggu. Designed with premium materials, contemporary architecture, and thoughtful spatial planning, this property offers an ideal balance between stylish tropical living and strong investment potential.

Completed in February 2026, the villa features a spacious multi-level layout with enclosed living areas, high-end finishes, and sound-insulated interiors thanks to premium double-glazed UPVC doors and windows. Positioned on a naturally elevated plot, the property benefits from excellent airflow, added privacy, and beautiful sunset sky views.

Located close to the beach, supermarkets, gyms, and popular dining venues, this villa is perfectly suited for private residence, holiday home, or high-yield rental investment in one of Bali’s most established lifestyle destinations.

📍 Location: Prime Berawa – Canggu
🌴 Lifestyle: Beachside cafés, fitness hubs & lifestyle venues
🏗 Year Built: Completed 3 February 2026
🔑 Ownership: Freehold (SHM) or Leasehold – 25 Years
📄 Permit: PBG Pondok Wisata (Tourist Lodge) – suitable for villa rental operation
🏘 Zoning: Tourism / residential compatible use

🏠 Villa Details

• Land Size: 200 m² (2 Are)
• Building Size: 370 m²
• Levels: 2 floors
• Bedrooms:
 – 3 spacious ensuite bedrooms
• Bathrooms:
 – 3 ensuite bathrooms
 – 1 powder room
• View: Sunset sky views

Living & Interior Design

• Fully enclosed living room
• Spacious dining area
• Modern contemporary architecture
• Large windows for natural lighting
• Elevated plot ±160 cm above road level for natural airflow
• Premium construction with high-quality finishing

Kitchen & Indoor Living

• Modern fully equipped kitchen
• Integrated dining space
• Designed for comfortable daily living and entertaining

Outdoor Features

• Private swimming pool (4 × 7 meters)
• Poolside relaxation area
• Balcony spaces
• Sunset-facing outdoor areas

Infrastructure & Comfort

• Fully furnished luxury interiors
• Double-glazed UPVC doors and windows for soundproofing and thermal insulation
• Maid’s quarters
• Storage room
• Laundry room
• Spacious parking area for multiple vehicles
• Electricity capacity: 7,700 W

💰 Price & Ownership

📌 Modern Villa – Berawa, Canggu

💵 Freehold (SHM): IDR 7,300,000,000 (Negotiable)
💵 Leasehold 25 Years: IDR 6,970,000,000 (Negotiable)

(Reference price only — all transactions in IDR)

🌟 Lifestyle & Location Highlights

• Approximately 1.5 km to Berawa Beach
• 500 m to Pepito & Prestige Supermarkets
• 300 m to local wet market
• 300 m to Alpha Gym and fitness centers
• Surrounded by cafés, restaurants, and boutiques
• Located in one of Bali’s most popular lifestyle destinations in Canggu

💼 Investment Potential

• Prime Berawa location with strong rental demand
• PBG Pondok Wisata license allowing legal villa rental operation
• Ideal for Airbnb or holiday rental business
• Freehold option available — rare in Berawa area
• High demand from digital nomads and lifestyle travelers
• Ready unit with immediate rental potential

✨ Why This Property?

🌴 Prime Berawa location near beach & lifestyle venues
🏡 Spacious 370 m² building on 200 m² land
🏊 Private 4 × 7 meter swimming pool
🔇 Premium double-glazed windows for sound insulation
📍 Elevated plot for airflow & privacy
🔑 Ready-to-operate villa with Pondok Wisata permit
📈 Strong rental yield potential in Canggu’s top area

📩 Contact us for full details, rental projections, or to arrange a private viewing — modern villas with freehold options in Berawa are limited and highly sought after.",Property listing,1,0,0,,8 Degree
8D25193,8D25193 - Casa Bella 1,"🌴 Modern Luxury 3BR Villa in Berawa / Parq Area, Canggu – Prime Freehold or Leasehold Investment Opportunity ✨🏡

Discover a brand-new modern luxury villa located in the highly desirable Berawa–Parq area of Canggu. Designed with contemporary tropical architecture and premium construction quality, this villa offers the perfect balance between comfortable island living and strong investment potential.

Completed in September 2025, the property features spacious interiors, elegant ensuite bedrooms, and high ceilings that allow natural light to flow throughout the home. The villa is thoughtfully positioned on an elevated plot approximately 160 cm above road level, enhancing privacy while creating excellent natural airflow — a rare advantage in the popular Berawa neighborhood.

Situated only minutes from the beach and surrounded by cafés, restaurants, supermarkets, and fitness centers, this property is ideal as a private residence, luxury holiday home, or high-performing rental investment in one of Bali’s most vibrant lifestyle destinations.

📍 Location: Prime Berawa / Parq Area – Canggu
🌴 Lifestyle: Beach clubs, cafés, gyms & lifestyle venues nearby
🏗 Year Built: Completed 10 September 2025
🔑 Ownership: Freehold (SHM) or Leasehold – 25 Years
📄 Permit: PBG Pondok Wisata (Tourist Lodge) – suitable for villa rental operation
🏘 Zoning: Residential / Tourism compatible

🏠 Villa Details

• Land Size: 200 m² (2 Are)
• Building Size: 362 m²
• Levels: 2 floors
• Bedrooms:
 – 3 spacious ensuite bedrooms
• Bathrooms:
 – 3 ensuite bathrooms
 – 1 powder room
• View: Pool and sunset balcony views

Living & Interior Design

• Fully enclosed living room
• Elegant dining area
• Contemporary tropical architecture
• High ceilings and abundant natural light
• Elevated land ±160 cm above road level for improved airflow and privacy
• Premium construction and high-quality finishing

Kitchen & Indoor Living

• Fully equipped modern kitchen
• Integrated dining space
• Designed for comfortable everyday living and entertaining

Outdoor Features

• Private swimming pool (4 × 7 meters)
• Poolside relaxation terrace
• Balcony with sunset sitting area
• Tropical garden elements

Infrastructure & Comfort

• Fully furnished luxury interiors
• Maid’s quarters
• Storage room
• Guest powder room
• Spacious parking area for multiple vehicles
• Electricity capacity: 7,700 W
• Fiber optic internet available
• Private water source (drilled well)

💰 Price & Ownership

📌 Modern Villa – Berawa, Canggu

💵 Freehold (SHM): IDR 7,100,000,000
💵 Leasehold 25 Years: IDR 6,870,000,000

(Reference price only — all transactions are conducted in IDR)

🌟 Lifestyle & Location Highlights

• Approximately 1.5 km to Berawa Beach
• 500 m to Pepito & Prestige Supermarkets
• 300 m to local wet market
• 300 m to Alpha Gym and popular fitness centers
• Surrounded by cafés, restaurants, and boutiques
• Located in one of Bali’s most sought-after lifestyle areas in Berawa

💼 Investment Potential

• Prime Berawa location with strong rental demand
• PBG Pondok Wisata permit allowing legal villa rental operation
• Ideal for Airbnb or holiday rental investment
• Freehold option available — rare in Berawa area
• High demand from digital nomads and lifestyle travelers
• Turnkey property ready for immediate use or rental

✨ Why This Property?

🌴 Prime Berawa / Parq location near beach & lifestyle venues
🏡 Spacious 362 m² villa on 200 m² land
🏊 Private 4 × 7 meter swimming pool
🌅 Balcony sitting area with sunset views
📍 Elevated plot for privacy & natural airflow
🔑 Fully furnished and ready to operate
📈 Excellent rental yield potential in Canggu

📩 Contact us for full details, rental projections, or to arrange a private viewing — modern villas with freehold options in Berawa are limited and highly sought after.",Property listing,1,0,0,,8 Degree
8D25194,8D25194 - David Villa Seseh,"🌴 Modern 3BR Tropical Villa in Seseh – Spacious Garden Retreat Near Canggu ✨🏡
Experience tranquil tropical living in this beautifully designed 3-bedroom villa located in the peaceful village of Seseh–Munggu, one of Bali’s emerging residential areas just minutes from the vibrant lifestyle hub of Canggu. Surrounded by lush rice fields and natural landscapes, the property offers a serene environment while still maintaining convenient access to cafés, restaurants, and beaches.
Completed in 2025, this modern tropical villa blends contemporary architecture with authentic Balinese charm. Built on a generous 500 m² plot, the property features spacious interiors, elegant bedrooms with ensuite bathrooms, and bright living areas that seamlessly connect to the garden and swimming pool.
Designed for comfort and relaxation, the villa includes a beautifully landscaped outdoor space ideal for entertaining or enjoying Bali’s tropical climate. With its spacious layout, modern amenities, and peaceful surroundings, this villa is perfectly suited as a private residence, holiday home, or rental investment.
📍 Location: Seseh – Munggu, Badung, Bali
 🌴 Lifestyle: Peaceful village living near Canggu
 🏗 Year Built: 2025
 🔑 Ownership: Leasehold – Until May 2050
 📄 Permit: Residential villa
 🏘 Environment: Quiet residential and nature surroundings
🏠 Villa Details
• Land Size: 500 m² (5 Are)
 • Building Size: 250 m²
 • Levels: 1 floors (villa layout)
 • Bedrooms:
  – 3 spacious ensuite bedrooms
 • Bathrooms:
  – 3 modern bathrooms
 • View: Garden and pool views
Living & Interior Design
• Bright enclosed living room
 • Open-plan dining area
 • Contemporary tropical architecture with Balinese elements
 • Elegant hardwood and natural material finishes
 • Large windows allowing natural light and garden views
 • Comfortable and stylish interior design
Kitchen & Indoor Living
• Fully equipped modern kitchen
 • Kitchen set with refrigerator included
 • Integrated dining space for entertaining
 • Designed for both family living and guest hospitality
Outdoor Features
• Private swimming pool surrounded by lush greenery
 • Landscaped tropical garden
 • Outdoor patio for alfresco dining
 • Relaxation space with daybeds overlooking the pool
 • Ideal outdoor entertainment area
Infrastructure & Comfort
• Fully furnished and move-in ready
 • Reliable WiFi and cable TV
 • Secure parking / garage for 1 car and motorbikes
 • High-quality construction and finishes
 • Spacious outdoor and indoor living areas
💰 Price & Ownership
📌 Modern Tropical Villa – Seseh / Munggu
💵 USD 345,000 (reference price)
 💵 Approx. IDR 5,800,000,000,-
📄 Leasehold: Valid until 1 May 2050
(All transactions are conducted in IDR — other currencies are for reference only.)
🌟 Lifestyle & Location Highlights
• Located in the peaceful village of Seseh
 • Short drive to Seseh Beach
 • Approximately 10–15 minutes to Pererenan and Canggu
 • Surrounded by rice fields and natural landscapes
 • Close to cafés, grocery stores, and emerging dining spots
 • Peaceful alternative to busier tourist areas
💼 Investment Potential
• Growing popularity of Seseh–Munggu area among expats and long-stay visitors
 • Strong demand for peaceful villas near Canggu
 • Attractive ROI potential (approx. 11.88% forecast)
 • Ideal for Airbnb, long-term rentals, or holiday home
 • Spacious land size rare in the area
✨ Why This Property?
🌴 Large 500 m² land with tropical garden
 🏡 Spacious 250 m² modern villa
 🏊 Private swimming pool with outdoor relaxation area
 🌾 Peaceful rice field surroundings
 📍 Strategic location near Canggu lifestyle hub
 🔑 Fully furnished and ready to move in
 📈 Excellent rental and long-term investment potential
📩 Contact us for full details, rental projections, or to arrange a private viewing — spacious villas in Seseh with large land sizes are increasingly rare and highly sought after.",Property listing,1,345000,0,,8 Degree
8D25195,8D25195 - Casa Oasis Villa,"🌊 Ocean View 2BR Designer Villa in Seseh – Walk to Beach Luxury Investment Opportunity ✨🏡

Experience refined coastal living in this beautifully designed ocean-view villa located in the charming seaside village of Seseh. Just a short walk from the beach, this property blends modern Mediterranean and Moroccan-inspired architecture with contemporary tropical comfort, creating a unique and stylish island retreat.
Completed with high-quality construction and thoughtfully crafted design, the villa offers spacious interiors filled with natural light, elegant curves, warm textures, and panoramic rooftop ocean views. The property rises across three levels, culminating in a rooftop terrace with gazebo where breathtaking sunsets and ocean views create the perfect setting for relaxation or entertaining.
Located only minutes from the beach and surrounded by Bali’s emerging luxury coastal community, this villa offers an ideal balance between private lifestyle living and strong rental investment potential.

📍 Location: Prime Beachside Seseh – Bali
 🌴 Lifestyle: Walk to beach, peaceful coastal village living
 🏗 Year Built: 2026 (brand-new villa development)
 🔑 Ownership: Leasehold – 24 Years
 📄 Permit: Building permit in process / suitable for villa operation
 🏘 Zoning: Tourism area

🏠 Villa Details
• Land Size: 140 m² (1.4 Are)
 • Building Size: approx. 229 – 230 m²
 • Levels: 3 floors including rooftop terrace
 • Bedrooms:
  – 2 spacious ensuite bedrooms
 • Bathrooms:
  – 2 ensuite bathrooms
  – 1 guest powder room (approx. 2.5–3 bathrooms total)
 • View: Ocean and pool views
Living & Interior Design
• Enclosed living room for comfort and privacy
 • Elegant dining area
 • Contemporary Mediterranean & Moroccan-inspired architecture
 • High ceilings and large windows for natural light
 • Designer curves, warm textures, and unique architectural elements
 • Crafted by an award-winning architect and builder
Kitchen & Indoor Living
• Fully equipped modern kitchen
 • Integrated dining space
 • Designed for both everyday living and guest hospitality
Outdoor Features
• Private swimming pool
 • Poolside relaxation terrace
 • Rooftop terrace with gazebo
 • Panoramic ocean and sunset views
 • Balcony and outdoor lounge areas
Infrastructure & Comfort
• Fully furnished and move-in ready
 • 3 air-conditioning units
 • Electricity capacity: 23,000 W
 • Fiber optic internet available
 • Private drilled well water source
 • Covered parking for motorcycles
 • Storage areas

💰 Price & Ownership
📌 Ocean View Villa – Seseh Beachside
💵 USD 340,000 (reference price)
 💵 Approx. IDR 5,504,070,000
📄 Leasehold: 24 Years
(All transactions are conducted in IDR — other currencies are for reference only.)

🌟 Lifestyle & Location Highlights
• Only 300 meters walk to Seseh Beach
 • Peaceful coastal village atmosphere
 • Surrounded by boutique villas and beachside residences
 • Short drive to Canggu cafés, restaurants, and beach clubs
 • Located in one of Bali’s fastest-growing coastal investment areas
 • Ideal mix of tranquility and accessibility

💼 Investment Potential
• Prime emerging beachside location
 • Ocean view rooftop — highly desirable for rentals
 • Walk-to-beach location increases rental demand
 • Unique architectural style stands out on rental platforms
 • Ideal for Airbnb or boutique holiday rental operation
 • Limited beachside development available in Seseh

✨ Why This Property?
🌊 Rooftop ocean and sunset views
 🏝 Only 300 meters walk to Seseh Beach
 🏡 Unique Mediterranean & Moroccan-inspired architecture
 🏊 Private swimming pool with tropical terrace
 🌅 Rooftop gazebo entertainment area
 📍 Prime beachside location near Canggu
 📈 Strong rental appeal in emerging luxury area

📩 Contact us for full details, rental projections, or to arrange a private viewing — beachside villas with ocean views in Seseh are limited and increasingly sought after.",Property listing,1,340000,0,,8 Degree
8D2502,8D2502 - Semilir Villa Cemagi,"🌾 Luxury 3BR Rice Field View Villa Near Mengening Beach – Exclusive Freehold Villa in Cemagi ✨🏡

Discover a beautifully designed modern villa located in the peaceful coastal village of Cemagi, one of Bali’s emerging premium residential areas favored by expatriates and property investors. Just a short 3-minute walk (approximately 200 meters) from Mengening Beach, this villa offers a rare combination of rice field tranquility and close proximity to the ocean.
Designed with contemporary tropical architecture, the property blends modern aesthetics with functional living spaces. Large open areas, elegant interiors, and thoughtful layouts create a bright and comfortable environment ideal for both private living and rental investment.
Surrounded by luxury villas and natural landscapes, this property offers the perfect balance between serenity and accessibility. With easy access to nearby lifestyle hubs such as Canggu and the iconic Tanah Lot Temple, the villa provides an exceptional opportunity for both lifestyle buyers and investors seeking long-term value in Bali’s growing coastal market.

📍 Location: Prime Beachside Cemagi – Bali
 🌴 Lifestyle: Quiet coastal living with rice field views
 🏗 Style: Modern tropical architecture
 🔑 Ownership: Freehold (SHM)
 📄 Legal Documents: SHM + SLF (Building Permit)
 🏘 Environment: Luxury villa neighborhood

🏠 Villa Details
• Land Size: 250 m²
 • Building Size: 238 m²
 • Levels: 2 floors
 • Facing Direction: North
 • Bedrooms:
  – 3 bedrooms with ensuite bathrooms
 • Bathrooms:
  – 3 ensuite bathrooms
  – 1 guest toilet
 • Additional Room:
  – 1 staff room with bathroom
 • View: Peaceful rice field views
Living & Interior Design
• Spacious living and dining area
 • Modern tropical architectural design
 • Bright interiors with natural airflow
 • Elegant and functional layout
 • Comfortable atmosphere ideal for relaxation or remote work
Kitchen & Indoor Living
• Fully equipped modern kitchen
 • Kitchen set included
 • Pantry area
 • Laundry space
Outdoor Features
• Private swimming pool
 • Relaxation terrace
 • Open views toward lush rice fields
 • Tropical outdoor ambiance
Infrastructure & Comfort
• Fully furnished – move-in ready
 • Carport for 2 cars
 • 5-meter wide paved road access
 • Staff quarters with bathroom
 • Complete legal documentation (SHM + SLF)

💰 Price & Ownership
📌 Luxury Rice Field View Villa – Cemagi
💵 IDR 9,000,000,000 (Negotiable)
(Fully furnished with complete legal documentation.)

🌟 Lifestyle & Location Highlights
• Only 200 meters walking distance to Mengening Beach
 • Peaceful rice field surroundings
 • Located in an exclusive villa neighborhood in Cemagi
 • Short drive to cafés, restaurants, and beach clubs in Canggu
 • Close to the famous sunset destination Tanah Lot Temple
 • Ideal combination of coastal lifestyle and nature

💼 Investment Potential
• Prime beachside location with increasing property demand
 • Walking distance to the beach — strong rental appeal
 • Growing popularity of Cemagi among expats and long-stay visitors
 • Ideal for Airbnb, holiday rental, or long-term leasing
 • Rare freehold villa near the beach in a rapidly developing area

✨ Why This Property?
🌊 Only 3-minute walk to Mengening Beach
 🌾 Beautiful rice field views for peaceful living
 🏡 Spacious 238 m² modern villa on 250 m² land
 🏊 Private swimming pool and outdoor relaxation space
 📍 Located in the exclusive Cemagi coastal area
 🔑 Freehold ownership with complete legal documents
 📈 Excellent lifestyle property with strong rental potential

📩 Contact us for full details or to arrange a private viewing — freehold villas within walking distance to the beach in Cemagi are rare and highly sought after.",Property listing,1,0,0,,8 Degree
